PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Voter_Information_Pamphlet
K,"Crafts and Trades Pay set August, not July",November,4,1969,11/04/1969 12:00:00 AM,To change the dates for revising pay rates of compensation for employees whose rate of pay is established through collective bargaining agreements in private employment from July to August.,F,64166,97027,0.4,0.6,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
L,"Health Service, City Pay Full Costs",November,4,1969,11/04/1969 12:00:00 AM,"To provide for payment by the City and the Unified School District of the total cost of the health service system for members of the Unified School District, exclusive of dependents.",F,49519,119540,0.29,0.71,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
N,Underwriter's Fire Patrol Retirement Credit,November,4,1969,11/04/1969 12:00:00 AM,To grant credit under the retirement system to members of the Fire Department for service in Underwriters Fire Patrol upon payment of necessary contributions.,P,96282,70878,0.58,0.42,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
O,Military Service Retirement Credit,November,4,1969,11/04/1969 12:00:00 AM,To grant service credit under the retirement system for time in military service to employees whose entry into City service was delayed by such military service.,F,76484,91286,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
P,"Board of Education, Elected",November,4,1969,11/04/1969 12:00:00 AM,Shall the Board of Education be elective?,P,85618,84555,0.5,0.5,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
Q,"Election by District, Board of Education",November,4,1969,11/04/1969 12:00:00 AM,To provide for the election of members of the Board of Education by districts. To divide the City into seven (7) districts and establish the boundaries thereof.,F,48160,122956,0.28,0.72,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf
A,"Public School Building Bonds $45,000,000",June,2,1970,06/02/1970 12:00:00 AM,"To incur a bonded indebtedness of $45,000,000 for the improvement of the public schools of the City including additions to and reconstruction, replacement, alteration and improvement of existing school buildings.",F,77448,96811,0.44,0.56,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
B,"Street Lighting Improvement Bonds $5,000,000",June,2,1970,06/02/1970 12:00:00 AM,"To incur a bonded indebtedness of $5,000,000 for improvements to street lighting in the City.",F,112893,62147,0.65,0.36,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
C,"Fire Protection Systems Improvement Bonds $5,767,000",June,2,1970,06/02/1970 12:00:00 AM,"To incur a bonded indebtedness of $5,767,000 for additions to and improvements of the fire protection systems in the City.",F,107495,65370,0.62,0.38,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
D,Creation of Airports Commission,June,2,1970,06/02/1970 12:00:00 AM,To amend the Charter to allow for the creation of an Airports Commission to succeed the Public Utilities Commission in the management and control of airport and air transportation facilities owned or operated by the City.,P,86513,81074,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
E,Fire Department Pay and Work Time,June,2,1970,06/02/1970 12:00:00 AM,Relating to the administration and working conditions applicable to members of the Fire Department.,F,51635,111461,0.32,0.68,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
F,Bonded Debt Limit,June,2,1970,06/02/1970 12:00:00 AM,"To allow for boded indebtedness for the purposes of sewage collection, water pollution control and air transportation facilities to be outside the limit of bonded indebtedness the City can carry.",P,88708,75001,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
G,"Fixed Salaries, Disabled Persons",June,2,1970,06/02/1970 12:00:00 AM,To authorize the Board of Supervisors to change the method of fixing the pay of disabled employees in accordance with regular salary standardization procedures.,P,88710,74433,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
H,"Compulsory School Busing, Elementary School",June,2,1970,06/02/1970 12:00:00 AM,"Shall the San Francisco Unified School District compel elementary school children (kindergarten through sixth grades) to be bused or reassigned to schools out of their immediate neighborhoods, without parental consent?",F,39484,132007,0.23,0.77,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
I,Police Department Pay and Fringes and Parity,June,2,1970,06/02/1970 12:00:00 AM,Relating to the organization and operation of the Police Department and the working conditions of the members thereof and relating to parity pay in the Police and Fire Departments.,F,42847,137355,0.24,0.76,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf
A,"Water Pollution Control Bonds $65,000,000",November,3,1970,11/03/1970 12:00:00 AM,"To incur a bonded indebtedness of $65,000,000 for improvement of the water pollution control systems and facilities of the City.",P,177122,47624,0.79,0.21,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
B,"School Bonds Hunters Point Redevelopment Project, $5,498,000",November,3,1970,11/03/1970 12:00:00 AM,"To incur a bonded indebtedness of $5,498,000 for school purposes to serve the Hunters Point Redevelopment Project including land acquisition, construction of new school buildings and grounds, and improvements to existing schools.",F,142000,81339,0.64,0.36,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
C,"Military Service Retirement Credit, Market Street Railway",November,3,1970,11/03/1970 12:00:00 AM,To permit former employs of the Market Street Railway Company to receive credit under the retirement system for time spent in military service upon payment of necessary contributions.,P,120724,91168,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
D,"Military Service Retirement Credit, Eligibles",November,3,1970,11/03/1970 12:00:00 AM,To permit employees whose entry into City Service was delayed due to military service to receive credit under the retirement system upon payment of necessary contributions.,F,101326,109885,0.48,0.52,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
E,Increase Maximum Rate Interest General Obligation Bonds,November,3,1970,11/03/1970 12:00:00 AM,To authorize the Board of Supervisors by a two-thirds vote to increase the maximum rate of interest to not more than 7% (percent) on bonds authorized but not sold.,P,126333,77032,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
F,"Increase Police Funds, Pay Exonerated Officer",November,3,1970,11/03/1970 12:00:00 AM,To increase the amount of the contingent fund and narcotic fund of the Chief of Police. To permit the Police Commission to order payment of the salary of suspended members of the department upon exoneration of charges.,P,122674,85237,0.59,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
G,"Working Benefits, Police and Fire Departments",November,3,1970,11/03/1970 12:00:00 AM,"To permit the Board of Supervisors to provide by ordinance, additional working benefits for members of the Police and Fire Departments and to delete obsolete language.",F,102784,106130,0.49,0.51,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
H,School and College Board Elections,November,3,1970,11/03/1970 12:00:00 AM,To provide for election by district and at large of nine members of the Boards of Education for the Unified School District and the Junior College District.,F,64954,139141,0.32,0.51,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
I,"Candlestick Park Name, Lefty O'Doul",November,3,1970,11/03/1970 12:00:00 AM,"Shall the name of Candlestick Park be changed to O'Doul Stadium in memory of the late Francis ""Lefty"" O'Doul?",F,60829,148554,0.29,0.71,50%+1,Policy Declaration,Mayor,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
J,Vietnam War Cease Fire,November,3,1970,11/03/1970 12:00:00 AM,It is the policy of the City of San Francisco that there be an immediate cease fire and immediate withdrawal of all United States troops from Vietnam so that the Vietnamese people can settle their own problems.,P,107928,102863,0.51,0.49,50%+1,Policy Declaration,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf
A,"Public School Building Bonds $56,180,000",November,2,1971,11/02/1971 12:00:00 AM,"To incur a bonded indebtedness of $56,180,000 for the improvement of the public schools in the City including additions to and reconstruction, replacement, alteration and improvement of existing school buildings and educational facilities.",F,107909,122184,0.47,0.53,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
B,"Harbor Improvement Bonds $34,000,000",November,2,1971,11/02/1971 12:00:00 AM,"To incur a bonded indebtedness of $34,000,000 for the  improvement of the Harbor of the City and its facilities.",P,160821,67179,0.71,0.29,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
C,"Hall of Justice Improvement Bonds $3,850,000",November,2,1971,11/02/1971 12:00:00 AM,"To incur a bonded indebtedness of $3,850,000 for additions to and alteration and reconstruction of a portion of the Hall of Justice Building to provide additional courtrooms and related rooms for the Superior and Municipal Courts.",F,113650,110921,0.51,0.49,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
D,"Fire Protection Systems Improvement Bonds $8,491,000",November,2,1971,11/02/1971 12:00:00 AM,"To incur a bonded indebtedness of $8,491,000 for additions to and improvements of the fire protection systems in the City.",P,154031,70934,0.68,0.32,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
E,Police Department Organization,November,2,1971,11/02/1971 12:00:00 AM,Relating to the organization and administration of the Police Department and to promotional examinations therein.,P,108352,105935,0.5,0.49,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
F,Budget Analyst Appointment,November,2,1971,11/02/1971 12:00:00 AM,Empowers the Board of Supervisors to appoint and remove a budget analyst and to prescribe the duties of same.,F,91542,120345,0.43,0.57,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
G,Disabled Transferee Promotional Exams,November,2,1971,11/02/1971 12:00:00 AM,To permit a disability transferee to participate in promotional examinations after five years in such a position.,P,152597,60114,0.72,0.28,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
H,Ballot Arguments by Mayor or Supervisors,November,2,1971,11/02/1971 12:00:00 AM,"To permit the Mayor, the full Board of Supervisors or four or more members of the Board of Supervisors to submit without cost, arguments opposing any measure submitted to the electors by the Mayor, the full Board of Supervisors or four or more members of the Board of Supervisors.",P,112502,96177,0.54,0.46,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
I,School Department Four Year Contracts,November,2,1971,11/02/1971 12:00:00 AM,"To provide that persons appointed to certain administrative positions in the School Department after July 1, 1971 shall be granted four year contracts in said positions.",P,115848,94319,0.55,0.45,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
J,"Police and Fire Benefits,  Board of Supervisors",November,2,1971,11/02/1971 12:00:00 AM,"Empowers the Board of Supervisors to establish a basic work week for the Police Department and to provide for working benefits, premium pay differentials and educational incentive programs for members of the Police and Fire Departments.",F,88028,131041,0.4,0.6,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
K,"Ballot Pamphlets, Initiative Requirements",November,2,1971,11/02/1971 12:00:00 AM,"Relating to the time of elections, sample ballots and other material to be mailed to the registered voters of the City.",F,59432,147877,0.29,0.71,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
L,Community College District Board,November,2,1971,11/02/1971 12:00:00 AM,To establish a separate governing board for the San Francisco Community College District and to provide for the election of its members.,P,119809,86742,0.58,0.42,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
M,Amending Zoning Ordinance Procedure,November,2,1971,11/02/1971 12:00:00 AM,"To prescribe procedures for amendments to zoning ordinances, reclassifications of property or establishment, abolition or modification of setback lines.",P,111930,84298,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
N,Miscellaneous Employees Retirement Benefits,November,2,1971,11/02/1971 12:00:00 AM,Relating to retirement benefits of miscellaneous employees and to provide for military service credit and recalculation of certain retirement allowances.,F,88794,120313,0.42,0.58,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
O,Publication of Legislation and Meetings,November,2,1971,11/02/1971 12:00:00 AM,"Relating to the publication, printing and notices regarding legislation and legislative meetings.",P,100185,100097,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
P,"Widows, Firefighter, Non-Worker Related Death",November,2,1971,11/02/1971 12:00:00 AM,To provide for retirement allowance to a widow upon the death of a fireman from non-industrial causes after 10 years of service.,P,134076,81111,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
Q,"Cable Cars Minimum Schedule, Maximum Fares",November,2,1971,11/02/1971 12:00:00 AM,To provide for minimum schedules and maximum fares on cable car lines.,P,121046,91784,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
R,Recodification of City Charter,November,2,1971,11/02/1971 12:00:00 AM,Shall the proposed Recodified Charter for the City of San Francisco be adopted?,P,128782,67503,0.66,0.34,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
S,"Elect School Board, at Large",November,2,1971,11/02/1971 12:00:00 AM,To provide for the election of at large members of the Board of Education.,P,120851,91820,0.57,0.43,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
T,"High-Rise Limit on Buildings, 6 stories",November,2,1971,11/02/1971 12:00:00 AM,"Shall the City Planning Code be amended to include the following: "" no building whether owned by private parties, the City or any agency or political subdivision thereof, higher than six stories or 72 feet shall be permitted to be built in the City"".",F,86799,142575,0.38,0.62,50%+1,Ordinance,Initiative,https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1971.pdf
A,"Southern Bridge Crossing, No Further Approval by CA Legislature",June,6,1972,06/06/1972 12:00:00 AM,Shall the California Toll Bridge Authority construct a Southern Crossing Bridge without further specific approval by the California Legislature?,F,57119,140455,0.29,0.71,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
B,"Street and Parkway Lighting Bonds $6,050,000",June,6,1972,06/06/1972 12:00:00 AM,"To incur a bonded indebtedness of $6,050,000 for improvement of the lighting facilities of public streets and parkways in the City.",P,143007,57057,0.71,0.29,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
C,"Retirement Allowances, Miscellaneous Employees",June,6,1972,06/06/1972 12:00:00 AM,"To increase the retirement allowance of miscellaneous employees retired on or after July 1, 1947 and prior to April 1, 1966.",P,124915,67602,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
D,"Probation Period, Entrance Firemen, One Year",June,6,1972,06/06/1972 12:00:00 AM,To extend the probationary period for the entrance position of fireman from six months to one year.,P,128971,60353,0.68,0.32,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
E,Budge Analyst Appointment by Board of Supervisors,June,6,1972,06/06/1972 12:00:00 AM,To provide that the budget analyst shall be appointed by the Board of Supervisors and to prescribe the qualifications for and duties of said position.,P,128460,58655,0.69,0.31,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
F,Supervisors to Appoint Members of Retirement and Health Service Boards,June,6,1972,06/06/1972 12:00:00 AM,To empower the President of the Board of Supervisors to appoint a member thereof to serve as a member of the Retirement Board and the Health Services Board respectively.,F,84231,99061,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
G,"Proceeds, sale of City property, flexible",June,6,1972,06/06/1972 12:00:00 AM,To provide that proceeds of sale of City property may be appropriated for any public purpose if not necessary for purchase of additional real property.,F,91219,92999,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
H,"Police and Fire Department, Death Allowances",June,6,1972,06/06/1972 12:00:00 AM,"Relating to death allowances payable to survivors of members of the Police and Fire Departments who die on or after July 1, 1971 as a result of violent traumatic injury received in the performance of duty.",P,136407,54697,0.71,0.29,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
I,"Equal Compensation, Police Sergeant and Fire Lieutenant",June,6,1972,06/06/1972 12:00:00 AM,To provide that compensation of the Police Sergeant position shall be equal to the compensation of the Fire Lieutenant position.,P,98735,86651,0.53,0.47,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
J,"Retirement Benefits, Police and Fire Departments",June,6,1972,06/06/1972 12:00:00 AM,Relating to retirement and survivors' benefits of the members of the Police and Fire Departments.,F,90078,93285,0.49,0.51,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
K,Payroll Verification by Electronic Data Processing,June,6,1972,06/06/1972 12:00:00 AM,To empower the Secretary of the Civil Service Commission to utilize electronic data processing in the verification of payrolls.,P,127314,49316,0.72,0.28,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
L,Health Service Costs Paid to Employer,June,6,1972,06/06/1972 12:00:00 AM,"To provide for assumption by the City, the Unified School District and the Community College District of the costs of the Health Service System.",F,65981,113961,0.37,0.63,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
M,State Teachers Retirement System Implementation,June,6,1972,06/06/1972 12:00:00 AM,To empower the Board of Supervisors to perform any and all acts necessary or appropriate to implement the State Education Code relating membership of teachers in the State Teachers' Retirement System.,P,113061,62051,0.65,0.35,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
N,Increase School Taxes Rate,June,6,1972,06/06/1972 12:00:00 AM,"Shall the proposed increase in the maximum tax rate from $3.06 to $4.01 on each $100.00 of assessed valuation within the San Francisco Unified School District be authorized commencing July 1, 1972, the revenues of which are to be used for kindergarten, elementary and high school purposes?",F,52874,129990,0.29,0.71,50%+1,Tax School District,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
O,Close Park and Potrero Police Stations,June,6,1972,06/06/1972 12:00:00 AM,Shall Park and Potrero Police stations be closed at this time?,F,62756,115106,0.35,0.65,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
P,"Maximum Building Height, Downtown and Residential Areas",June,6,1972,06/06/1972 12:00:00 AM,"Defines ""downtown area"" and ""residential area"". Establishes a maximum building height of 160 feet in the downtown area and 40 feet in a residential area. Authorizes continuation or creation of lower building height limits in either area.",F,81027,106841,0.43,0.57,50%+1,Ordinance,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/June6_1972short.pdf
1,Board of Supervisors Serve Full Time,November,7,1972,11/07/1972 12:00:00 AM,Should the Board of Supervisors be full time and be paid a full time salary?,F,80362,154474,0.34,0.66,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
2,"Board of Supervisors, Five Choices",November,7,1972,11/07/1972 12:00:00 AM,"Vote for only one of the five choices:  1. The Board of Supervisors should remain at eleven members elected at large. 2. The Board of Supervisors should remain at eleven members, six elected at large and five by districts. 3. The Board of Supervisors should remain at eleven members elected by district. 4. The Board of Supervisors should remain at eleven members elected at large by numbered seats. 5. The Board of Supervisors should be reduced to nine members four elected at large and five by district.",P,111111,111111,0.5,0.5,50%+1,Policy Declaration,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
A,"Water Supply System Improvement Bonds $39,000,000",November,7,1972,11/07/1972 12:00:00 AM,"To incur a bonded indebtedness of $39,000,000 for the improvement of the municipal water supply system both within and without the City.",P,181955,82624,0.69,0.31,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
B,"Sewer System Improvement Bonds $25,000,000",November,7,1972,11/07/1972 12:00:00 AM,"To incur a bonded indebtedness of $25,000,000 for improvement of the sewer system of the City.",P,193766,70634,0.73,0.27,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
C,"City Planning Commission, No Ex-Officio Members",November,7,1972,11/07/1972 12:00:00 AM,"Provides as of January 9, 1976, that all members of the City Planning Commission shall be appointed by the Mayor and removes the Chief Administrative Officer and the Manager of Utilities as ex-officio members thereof.",F,94143,156904,0.62,0.38,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
D,Superintendent of Schools Employment,November,7,1972,11/07/1972 12:00:00 AM,"To provide for the employment, term and removal of the County Superintendent of Schools. To delete provisions relating to salary of said superintendent. To delete provisions relating to appointment, term and salary of Community College District.",P,148463,98138,0.6,0.4,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
E,Meetings Open to Public,November,7,1972,11/07/1972 12:00:00 AM,"To require with certain exceptions, that all meetings of boards, commissions and committees be open and public and to void actions taken at meetings violating said requirement.",P,212784,39738,0.84,0.16,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
F,No Gross Receipts Tax if Payroll Expense Tax,November,7,1972,11/07/1972 12:00:00 AM,To prohibit the imposition of gross receipts tax upon persons also liable during the same period for payroll expense tax.,P,153196,86618,0.64,0.36,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
G,"Uniform Members, Sheriff Department, Probation",November,7,1972,11/07/1972 12:00:00 AM,To extend the probationary period for entrance positions in the uniformed ranks of the Sheriff's Department from six months to one year.,P,212452,40053,0.84,0.16,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
H,"Extends time, Election Process",November,7,1972,11/07/1972 12:00:00 AM,To extend the time period before an election for: 1. The nomination process. 2. The filing of arguments on ballot measures. 3. The mailing of election materials to voters. To extend the time period between the date of the calling of a special election on initiative or recall and the date of holding the special election.,P,194361,51473,0.79,0.21,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
I,"Increase Police Narcotics Fund $200,000",November,7,1972,11/07/1972 12:00:00 AM,"To increase the limitation on the amount which may be appropriated to the Police Narcotics Fund from $50,000 to $200,000 per year.",F,125290,127250,0.5,0.5,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
J,"Combine Palace of Fine Arts, Legion of Honor and de Young Museums",November,7,1972,11/07/1972 12:00:00 AM,To consolidate the Palace of the Legion of Honor and the M. H. de Young Memorial Museum into one department designated at the Golden Gate Museums of San Francisco and to prescribe the powers and duties thereof.,P,179358,70974,0.72,0.28,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
K,District Police Stations,November,7,1972,11/07/1972 12:00:00 AM,"To provide for the continuation of district police stations at locations in existence on January 1, 1972. To permit the Police Commission with the approval of the Board of Supervisors, to establish new stations or abandon, relocate or consolidate existing stations.",P,133691,123877,0.52,0.48,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
L,"Primary Elections, Appoint Treasurer, Extend Attorney",November,7,1972,11/07/1972 12:00:00 AM,"Concerning the appointment or removal of the Treasurer, a one-year extension of the current term of the City Attorney and primary nominating election for all elective offices other than for the office of the Board of Supervisors.",F,105521,137528,0.43,0.57,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
M,Military Service Credit to Retirement,November,7,1972,11/07/1972 12:00:00 AM,Permits employees whose entry into City service was delayed due to military service to receive credit in the retirement system for certain time spent in military service upon payment of necessary contributions.,P,184753,67810,0.73,0.27,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
N,Police and Fire Retirement Benefits,November,7,1972,11/07/1972 12:00:00 AM,Relating to retirement and survivors' benefits of the members of the Police and Fire Departments.,P,165635,83254,0.67,0.33,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
O,Health Service Costs Paid to Employer,November,7,1972,11/07/1972 12:00:00 AM,"To provide for the assumption by the City, the Unified School District and the Community College District of a greater portion of the costs of the Health Service System.",P,145197,101601,0.59,0.41,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
P,"Minimum Wages Printing Contracts, Local Preferences",November,7,1972,11/07/1972 12:00:00 AM,Specifies minimum wages and maximum work hours for persons performing work under City printing contracts. Empowers the Board of Supervisors to grant 10% of the price as a preference to local bidders on such contracts.,F,83425,160127,0.34,0.66,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
Q,"Five member Police, Fire, Civil Service Commissions",November,7,1972,11/07/1972 12:00:00 AM,"To increase the membership of the Police, Fire and Civil Service Commissions from three to five, respectively.",F,114114,132461,0.46,0.54,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
R,Police Retirement Benefit Increase to $350.00,November,7,1972,11/07/1972 12:00:00 AM,Increases to $350.00 per month the retirement allowances payable to or on account of certain members of the Police Department.,F,92599,157567,0.37,0.63,50%+1,Charter Amendment,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1972.pdf
A,"Public School Buildings Improvement Bonds, $37,826.000",November,6,1973,11/06/1973 12:00:00 AM,"To incur a bonded indebtedness of $37,826.000 for the purpose of repairing, reconstructing or replacing public school buildings determined, in the manner prescribed by law, to be structurally unsafe for school use.",P,121468,64972,0.65,0.35,50%+1,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
B,"Children's Centers Improvement Bonds, $2,428,000",November,6,1973,11/06/1973 12:00:00 AM,"To incur a bonded indebtedness of $2,428,000 for the improvement of the facilities housing the Children's Center activities of the San Francisco Unified School District.",F,117914,66595,0.64,0.36,66 2/3%,Bond Issue,Supervisors,https://webbie1.sfpl.org/multimedia/pdf/elections/November6_1973.pdf
